SessionId	Time	ItemId	is_click	raw_index	session_new_index	item_new_index	tr_val_tst
BG4jOV7g06y4dl3Hx0Jmkw	321	Z5eukYH32_nFljOTC2DJ0g	0	1660	266	379	0
BG4jOV7g06y4dl3Hx0Jmkw	321	g_lmKozW74p7EAnqkHALmQ	1	1661	266	380	0
BPGPcej2KmnFsFEN8dNb0Q	322	dn_ipqbm7_jUz5X3rDez_A	0	1666	267	39	0
BPGPcej2KmnFsFEN8dNb0Q	322	dGLkAIlllr-h24f2gQhbqg	0	1667	267	41	0
BPGPcej2KmnFsFEN8dNb0Q	322	dcqHjnmKPDdOseYEo6SdAw	0	1668	267	42	0
BPGPcej2KmnFsFEN8dNb0Q	322	w55sCX7ZkLIJNhl_RhwjEg	0	1669	267	43	0
BPGPcej2KmnFsFEN8dNb0Q	322	FoLaxhgAf0MjObrN34SeBQ	1	1670	267	44	0
BR2FZ8wDqJUuFHztVLUoUQ	323	8jLZiv202Cfx_RbTuPOwxQ	0	1677	268	33	0
BR2FZ8wDqJUuFHztVLUoUQ	323	8SwMaPL6AJIs1ZPSZ3NJ4w	0	1678	268	225	0
BR2FZ8wDqJUuFHztVLUoUQ	323	r8Jr-7YfkhJL2nxk9lxUNg	1	1679	268	34	0
BTN9rd7OdHjIwqekW-merw	324	UkFMV7WGFfE_u8zyUkkuqg	0	1687	269	462	0
BTN9rd7OdHjIwqekW-merw	324	QXA7hvR4mhGwwLCNyRRCXg	1	1688	269	463	0
BaOolK88qGBHZOQ8ZfdVLQ	325	B0sek-Mln2iCEoUd9hhaLQ	0	1691	270	319	0
BaOolK88qGBHZOQ8ZfdVLQ	325	jNhxnj9j_spThcSzJMaeTw	0	1692	270	12	0
BaOolK88qGBHZOQ8ZfdVLQ	325	vtkJXE_Vdz27rWm6mfAw6Q	0	1693	270	320	0
BaOolK88qGBHZOQ8ZfdVLQ	325	JcTIqoWO83FfEI9PJJHMfw	0	1694	270	13	0
BaOolK88qGBHZOQ8ZfdVLQ	325	lG_C2J7G5YxL6lj7K9hfrQ	0	1695	270	14	0
BaOolK88qGBHZOQ8ZfdVLQ	325	gPgE8Mrkskj5TnI_I7Ll3A	0	1696	270	15	0
BaOolK88qGBHZOQ8ZfdVLQ	325	7BoijkYw3q7OcoIYrpy-Lw	0	1697	270	16	0
BaOolK88qGBHZOQ8ZfdVLQ	325	NhT6za-Rn75aa73p_Kj_0Q	0	1698	270	17	0
BaOolK88qGBHZOQ8ZfdVLQ	325	Zyoyb8_YFmIbJr6zzq9tlg	0	1699	270	224	0
BaOolK88qGBHZOQ8ZfdVLQ	325	LFs5jyYdXlzi0SpAYi1eSA	1	1700	270	321	0
BaOolK88qGBHZOQ8ZfdVLQ	326	jNhxnj9j_spThcSzJMaeTw	0	1692	270	12	0
BaOolK88qGBHZOQ8ZfdVLQ	326	vtkJXE_Vdz27rWm6mfAw6Q	0	1693	270	320	0
BaOolK88qGBHZOQ8ZfdVLQ	326	JcTIqoWO83FfEI9PJJHMfw	0	1694	270	13	0
BaOolK88qGBHZOQ8ZfdVLQ	326	lG_C2J7G5YxL6lj7K9hfrQ	0	1695	270	14	0
BaOolK88qGBHZOQ8ZfdVLQ	326	gPgE8Mrkskj5TnI_I7Ll3A	0	1696	270	15	0
BaOolK88qGBHZOQ8ZfdVLQ	326	7BoijkYw3q7OcoIYrpy-Lw	0	1697	270	16	0
BaOolK88qGBHZOQ8ZfdVLQ	326	NhT6za-Rn75aa73p_Kj_0Q	0	1698	270	17	0
BaOolK88qGBHZOQ8ZfdVLQ	326	Zyoyb8_YFmIbJr6zzq9tlg	0	1699	270	224	0
BaOolK88qGBHZOQ8ZfdVLQ	326	Z6_gRH_m8FQlKgsNkZKmTg	0	1701	270	340	0
BaOolK88qGBHZOQ8ZfdVLQ	326	e9KXojla4OuVP7qcC5LNsg	1	1702	270	341	0
Bd88OC4dxXlL4beFI4MRuw	327	8jLZiv202Cfx_RbTuPOwxQ	0	1708	271	33	0
Bd88OC4dxXlL4beFI4MRuw	327	8SwMaPL6AJIs1ZPSZ3NJ4w	0	1709	271	225	0
Bd88OC4dxXlL4beFI4MRuw	327	r8Jr-7YfkhJL2nxk9lxUNg	1	1710	271	34	0
BevRdNVEBYBj5odRUBoOGg	328	5yZ1XmDcOEsElDeb9PlPDQ	0	1718	272	323	0
BevRdNVEBYBj5odRUBoOGg	328	wWuGa3OOQJro_XGe-GKBXA	1	1719	272	381	0
Bexlraq18stMNA7--0pRbQ	329	8jLZiv202Cfx_RbTuPOwxQ	1	1729	273	33	0
BfvSKxU-FmPgusL46nC--g	330	gwwVVeWXlEfwATjp2cGzuA	0	1738	274	284	0
BfvSKxU-FmPgusL46nC--g	330	V-0qRzBHKixmQgon_fW_AA	1	1739	274	285	0
Bhg3OZxwkiwz7DB2DjwRoQ	331	yrC2AxuY3wXNodbuClLRGg	1	1742	275	464	0
BinbR0pqD7uBw9lqp5AdEg	332	_T8qy9XAKAFLJdmoLg1Q-g	0	1745	276	208	0
BinbR0pqD7uBw9lqp5AdEg	332	MlwsOef4hDJVHWOzutE6yw	1	1746	276	209	0
BjmYO90f7e7oiwyoffC82w	333	T_tCnwWz5NzmRHmBoXfDDA	0	1748	277	173	0
BjmYO90f7e7oiwyoffC82w	333	Kdm5HzVNzAh4miIWZ8S1ig	0	1749	277	174	0
BjmYO90f7e7oiwyoffC82w	333	L6ZPG8lO1tMGmHimSjuEMg	0	1750	277	175	0
BjmYO90f7e7oiwyoffC82w	333	bs3P2pFeodZWn2vxZUucNw	0	1751	277	176	0
BjmYO90f7e7oiwyoffC82w	333	4vkOZ0kW4Hor43XqqNc0Og	0	1752	277	465	0
BjmYO90f7e7oiwyoffC82w	333	Llc6Gi0RmOkiwuBBPa1rmg	0	1753	277	244	0
BjmYO90f7e7oiwyoffC82w	333	V7J2KXLaTX6d3oKnWxRYqw	0	1754	277	245	0
BjmYO90f7e7oiwyoffC82w	333	QaRXXPfmcLmrPmLB2DKO3A	1	1755	277	466	0
BpQWSBJiN3zPIz3IrrJj6g	334	0010xnFOCyJZeMAuTtiv5w	0	1756	278	230	0
BpQWSBJiN3zPIz3IrrJj6g	334	GKK0iaO5Ua3yeT_KFh0ICQ	1	1757	278	232	0
BpV3hDoGN_b4AiGX_HmLBA	335	bQ2uuNkOxgUQRM7Y7RJDXQ	0	1760	279	72	0
BpV3hDoGN_b4AiGX_HmLBA	335	mXyLqsbe7FT1X8ZFOP8WpQ	1	1761	279	73	0
Bq7NbZZ74S4fbZcnE0d_og	336	26Be73Q4JkQYpE9k7OeiqQ	1	1763	280	467	0
BrX5bI7bgaXZmfdFN4ZccQ	337	WwGG-NPpxyyAB_H4UdyBbA	0	1766	281	468	0
BrX5bI7bgaXZmfdFN4ZccQ	337	DPLkYvNHNBEs0teU95Ocfw	0	1767	281	469	0
BrX5bI7bgaXZmfdFN4ZccQ	337	5N8R7ALESZ30EoAzVJtabw	0	1768	281	470	0
BrX5bI7bgaXZmfdFN4ZccQ	337	3te8dGIvzz5V5_kMIr6-Dg	1	1769	281	471	0
Bu8s9Ji3eRI62L_RRt5mtw	338	XS9niVYIbgA6jZX5HUFTlQ	0	1770	282	277	0
Bu8s9Ji3eRI62L_RRt5mtw	338	q1rp-QrVnr_0tqH4fl-9zA	0	1771	282	278	0
Bu8s9Ji3eRI62L_RRt5mtw	338	o4q3YRLiWPmmhdOVUu6pCA	0	1772	282	279	0
Bu8s9Ji3eRI62L_RRt5mtw	338	Ku38-PeLCc8UZRl-lJyntw	0	1773	282	280	0
Bu8s9Ji3eRI62L_RRt5mtw	338	_WEZNXybW8cu1T1KAiY08w	0	1774	282	281	0
Bu8s9Ji3eRI62L_RRt5mtw	338	ZosrzTfiiPhbURA04AQTUA	1	1775	282	282	0
BvMIVbke4bHzR69jNwVO7g	339	T_tCnwWz5NzmRHmBoXfDDA	0	1776	283	173	0
BvMIVbke4bHzR69jNwVO7g	339	Kdm5HzVNzAh4miIWZ8S1ig	0	1777	283	174	0
BvMIVbke4bHzR69jNwVO7g	339	L6ZPG8lO1tMGmHimSjuEMg	0	1778	283	175	0
BvMIVbke4bHzR69jNwVO7g	339	bs3P2pFeodZWn2vxZUucNw	0	1779	283	176	0
BvMIVbke4bHzR69jNwVO7g	339	4vkOZ0kW4Hor43XqqNc0Og	0	1780	283	465	0
BvMIVbke4bHzR69jNwVO7g	339	Llc6Gi0RmOkiwuBBPa1rmg	1	1781	283	244	0
C0mG8m9IfW0L0-FCldWSHA	340	CpGUTcon4cwFxerQUcA22A	0	1786	284	472	0
C0mG8m9IfW0L0-FCldWSHA	340	CIUI73p0D9TSCUvNznn_Eg	1	1787	284	473	0
C0mG8m9IfW0L0-FCldWSHA	341	CpGUTcon4cwFxerQUcA22A	0	1786	284	472	0
C0mG8m9IfW0L0-FCldWSHA	341	itqxhfV_sAgTFOfzJNN-Dg	0	1788	284	227	0
C0mG8m9IfW0L0-FCldWSHA	341	dn_ipqbm7_jUz5X3rDez_A	0	1789	284	39	0
C0mG8m9IfW0L0-FCldWSHA	341	dGLkAIlllr-h24f2gQhbqg	0	1790	284	41	0
C0mG8m9IfW0L0-FCldWSHA	341	w55sCX7ZkLIJNhl_RhwjEg	0	1791	284	43	0
C0mG8m9IfW0L0-FCldWSHA	341	FoLaxhgAf0MjObrN34SeBQ	0	1792	284	44	0
C0mG8m9IfW0L0-FCldWSHA	341	BLIJ-p5wYuAhw6Pp6mh6mw	1	1793	284	45	0
C87Tp0FycQWPz3FNKKqN0A	342	itqxhfV_sAgTFOfzJNN-Dg	0	1799	285	227	0
C87Tp0FycQWPz3FNKKqN0A	342	dn_ipqbm7_jUz5X3rDez_A	0	1800	285	39	0
C87Tp0FycQWPz3FNKKqN0A	342	dGLkAIlllr-h24f2gQhbqg	0	1801	285	41	0
C87Tp0FycQWPz3FNKKqN0A	342	w55sCX7ZkLIJNhl_RhwjEg	0	1802	285	43	0
C87Tp0FycQWPz3FNKKqN0A	342	FoLaxhgAf0MjObrN34SeBQ	0	1803	285	44	0
C87Tp0FycQWPz3FNKKqN0A	342	BLIJ-p5wYuAhw6Pp6mh6mw	0	1804	285	45	0
C87Tp0FycQWPz3FNKKqN0A	342	k_BaE5Mxos5mdp_YNQXyuw	0	1805	285	47	0
C87Tp0FycQWPz3FNKKqN0A	342	nEAoUNf1HrXAWidrwocozg	0	1806	285	228	0
C87Tp0FycQWPz3FNKKqN0A	342	fW8XnRboAmGZOZVPoOGWcw	1	1807	285	229	0
C8CYkAzmuFlPo1y2xQYt9Q	343	v4k-nzpXQIC-FbDtd3Ja9w	0	1809	286	412	0
C8CYkAzmuFlPo1y2xQYt9Q	343	PMH4oUa-bWELKogdtkWewg	0	1810	286	413	0
C8CYkAzmuFlPo1y2xQYt9Q	343	bBt-9dRev6C-hXQDxDGfUA	1	1811	286	414	0
CMX0-Gsqukcfsy2rUffNfQ	344	psTrW4dGNddwwat7ozi_cw	0	1815	287	67	0
CMX0-Gsqukcfsy2rUffNfQ	344	2v2JxKc2On4jM5mM-SfZbQ	0	1816	287	68	0
CMX0-Gsqukcfsy2rUffNfQ	344	2QznyHGF0PuiYkrl5RU66A	0	1817	287	69	0
CMX0-Gsqukcfsy2rUffNfQ	344	zZkzpVgMP8xaXg3uMscCjQ	0	1818	287	70	0
CMX0-Gsqukcfsy2rUffNfQ	344	H6hZAZ-jx0CjV4d276mppA	0	1819	287	26	0
CMX0-Gsqukcfsy2rUffNfQ	344	W6qbc2YvI8Xeak5yO4JyiA	0	1820	287	71	0
CMX0-Gsqukcfsy2rUffNfQ	344	hAvLWuHiTAG_T-R9s-iejw	0	1821	287	136	0
CMX0-Gsqukcfsy2rUffNfQ	344	6epgkxD-3i_w5jLT1AvHqg	0	1822	287	49	0
CMX0-Gsqukcfsy2rUffNfQ	344	aTl6GRDiw3udiQiK6QSKzA	1	1823	287	137	0
CUoZwB_6-sXryvaf8NQ6Sg	345	itqxhfV_sAgTFOfzJNN-Dg	0	1826	288	227	0
CUoZwB_6-sXryvaf8NQ6Sg	345	dn_ipqbm7_jUz5X3rDez_A	0	1827	288	39	0
CUoZwB_6-sXryvaf8NQ6Sg	345	dGLkAIlllr-h24f2gQhbqg	0	1828	288	41	0
CUoZwB_6-sXryvaf8NQ6Sg	345	w55sCX7ZkLIJNhl_RhwjEg	0	1829	288	43	0
CUoZwB_6-sXryvaf8NQ6Sg	345	FoLaxhgAf0MjObrN34SeBQ	0	1830	288	44	0
CUoZwB_6-sXryvaf8NQ6Sg	345	BLIJ-p5wYuAhw6Pp6mh6mw	1	1831	288	45	0
CZuZXN8DLpt8-38GglF_Hg	346	BzL28Zu1-E2Sn_UiSnNoTg	0	1837	289	474	0
CZuZXN8DLpt8-38GglF_Hg	346	UGyEr_PMA-v1cuim0gMPlQ	1	1838	289	475	0
CZuZXN8DLpt8-38GglF_Hg	347	BzL28Zu1-E2Sn_UiSnNoTg	0	1837	289	474	0
CZuZXN8DLpt8-38GglF_Hg	347	z7XuLXll87QuDjPO2QVMDg	1	1839	289	476	0
Cc1ZS8fp27s_mu5M-p4Exg	348	HAN3oWiJthngBAdalP4ggQ	0	1840	290	344	0
Cc1ZS8fp27s_mu5M-p4Exg	348	YmOWkved7K8q3eXgf4NNnA	1	1841	290	477	0
Cda6qxohX7H32d2RXwFYOQ	349	wWuGa3OOQJro_XGe-GKBXA	0	1844	291	381	0
Cda6qxohX7H32d2RXwFYOQ	349	A9IUE1W6TfVXfSC6LkrWCw	0	1845	291	449	0
Cda6qxohX7H32d2RXwFYOQ	349	dGMqRagPe6QCJD5GznI9nA	0	1846	291	324	0
Cda6qxohX7H32d2RXwFYOQ	349	-RJ216TTIghZshCkUlD1WQ	0	1847	291	325	0
Cda6qxohX7H32d2RXwFYOQ	349	glVCZzuFSnf24UGYsOl2Vw	0	1848	291	450	0
Cda6qxohX7H32d2RXwFYOQ	349	B0sek-Mln2iCEoUd9hhaLQ	0	1849	291	319	0
Cda6qxohX7H32d2RXwFYOQ	349	bKbYRUZKDYonSPOjzchJJg	0	1850	291	326	0
Cda6qxohX7H32d2RXwFYOQ	349	vtkJXE_Vdz27rWm6mfAw6Q	0	1851	291	320	0
Cda6qxohX7H32d2RXwFYOQ	349	yEdiaGtDxyC26DqT2LDkmg	0	1852	291	242	0
Cda6qxohX7H32d2RXwFYOQ	349	D1BrHyiZON7u_ef-qt4_Uw	1	1853	291	478	0
CjcGU2VTE573UkFgI4iXIg	350	8jLZiv202Cfx_RbTuPOwxQ	0	1854	292	33	0
CjcGU2VTE573UkFgI4iXIg	350	8SwMaPL6AJIs1ZPSZ3NJ4w	0	1855	292	225	0
CjcGU2VTE573UkFgI4iXIg	350	r8Jr-7YfkhJL2nxk9lxUNg	0	1856	292	34	0
CjcGU2VTE573UkFgI4iXIg	350	JMq0dz_jb6SUEvhhON6mqw	0	1857	292	35	0
CjcGU2VTE573UkFgI4iXIg	350	mvLdgkwBzqllHWHwS-ZZgQ	0	1858	292	36	0
CjcGU2VTE573UkFgI4iXIg	350	KPgMK2KZho8BV4R629XAmg	0	1859	292	479	0
CjcGU2VTE573UkFgI4iXIg	350	EBztj5xrp6JLisU1vEuYkA	0	1860	292	37	0
CjcGU2VTE573UkFgI4iXIg	350	Gk6eTQqI6IqJZxJejOMZ1A	1	1861	292	480	0
CoCkuPtRB3cYZaHlAI-Vbg	351	TXy22DJ-c81FDOQyIsgAGw	0	1864	293	398	0
CoCkuPtRB3cYZaHlAI-Vbg	351	zrDi4gEaUi64lAMfJU51dw	1	1865	293	399	0
CoCkuPtRB3cYZaHlAI-Vbg	352	TXy22DJ-c81FDOQyIsgAGw	0	1864	293	398	0
CoCkuPtRB3cYZaHlAI-Vbg	352	ifDynByEqIq1w-wnA-leKA	0	1866	293	404	0
CoCkuPtRB3cYZaHlAI-Vbg	352	jUd8qjDHq_zLAXVNQ3eeAQ	0	1867	293	405	0
CoCkuPtRB3cYZaHlAI-Vbg	352	0gXYLVPNWz0WT8wXQVpS0g	1	1868	293	406	0
CphQoaqPJ03piXQu49VxmQ	353	v4k-nzpXQIC-FbDtd3Ja9w	0	1869	294	412	0
CphQoaqPJ03piXQu49VxmQ	353	PMH4oUa-bWELKogdtkWewg	0	1870	294	413	0
CphQoaqPJ03piXQu49VxmQ	353	bBt-9dRev6C-hXQDxDGfUA	0	1871	294	414	0
CphQoaqPJ03piXQu49VxmQ	353	aJduIcgXHKRiAd2PDmM__Q	1	1872	294	481	0
Cpn-ith-K5pZdWWfF4fTbA	354	YV9GVfmDSDM7HSV0jVdTOA	0	1874	295	152	0
Cpn-ith-K5pZdWWfF4fTbA	354	YCow8Ir7Is2HQNN3hoFdwQ	0	1875	295	153	0
Cpn-ith-K5pZdWWfF4fTbA	354	D9Y1JQtSbattMvqfGnneow	1	1876	295	155	0
CqqtzspKiYfI8v3YpxIaGA	355	0010xnFOCyJZeMAuTtiv5w	0	1881	296	230	0
CqqtzspKiYfI8v3YpxIaGA	355	wSE-e7FsISpnpF5sN8ZuaQ	1	1882	296	231	0
Cu4Wj1Sd7OJHFzZb9eHjHw	356	YV9GVfmDSDM7HSV0jVdTOA	0	1885	297	152	0
Cu4Wj1Sd7OJHFzZb9eHjHw	356	YCow8Ir7Is2HQNN3hoFdwQ	0	1886	297	153	0
Cu4Wj1Sd7OJHFzZb9eHjHw	356	D9Y1JQtSbattMvqfGnneow	1	1887	297	155	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	YV9GVfmDSDM7HSV0jVdTOA	0	1885	297	152	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	YCow8Ir7Is2HQNN3hoFdwQ	0	1886	297	153	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	COeoqrKejlMnwgyAzTVzKw	0	1888	297	156	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	4pxIMdUZKS1PsK4aVCOhPQ	0	1889	297	158	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	zzOo9n22fBbKAhbSpMzggA	0	1890	297	159	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	IO3iTBH0rX-G7E7wAreRSQ	0	1891	297	482	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	2uciB15ajUrIrdvVrx4n3A	0	1892	297	483	0
Cu4Wj1Sd7OJHFzZb9eHjHw	357	bgm4lBsot9hn9mFv_p-NZg	1	1893	297	484	0
D1_nrBr4dOrs7M82OaBRwQ	358	itqxhfV_sAgTFOfzJNN-Dg	0	1894	298	227	0
D1_nrBr4dOrs7M82OaBRwQ	358	dn_ipqbm7_jUz5X3rDez_A	0	1895	298	39	0
D1_nrBr4dOrs7M82OaBRwQ	358	dGLkAIlllr-h24f2gQhbqg	0	1896	298	41	0
D1_nrBr4dOrs7M82OaBRwQ	358	w55sCX7ZkLIJNhl_RhwjEg	0	1897	298	43	0
D1_nrBr4dOrs7M82OaBRwQ	358	FoLaxhgAf0MjObrN34SeBQ	0	1898	298	44	0
D1_nrBr4dOrs7M82OaBRwQ	358	BLIJ-p5wYuAhw6Pp6mh6mw	1	1899	298	45	0
D3z14UGNY62U9C5hw50p_Q	359	5yZ1XmDcOEsElDeb9PlPDQ	0	1905	299	323	0
D3z14UGNY62U9C5hw50p_Q	359	wWuGa3OOQJro_XGe-GKBXA	0	1906	299	381	0
D3z14UGNY62U9C5hw50p_Q	359	A9IUE1W6TfVXfSC6LkrWCw	1	1907	299	449	0
D7d9FmegNiC-QOYeLJc-YQ	360	Ufo0Papm3oyoCfBvnsJH7g	0	1916	300	130	0
D7d9FmegNiC-QOYeLJc-YQ	360	e7207sqC-pSn6GIf31ikhQ	0	1917	300	485	0
D7d9FmegNiC-QOYeLJc-YQ	360	w4a6TuFWArSc29dB51rPNA	1	1918	300	486	0
DMbp66XuxIWdK_CcQTX4Yw	361	zsYYAnHEs5qzsfazSsGkBw	0	1919	301	21	0
DMbp66XuxIWdK_CcQTX4Yw	361	LHfvOfPwLVC9ZhYZ6G3pNA	0	1920	301	22	0
DMbp66XuxIWdK_CcQTX4Yw	361	0ahghcpWQVkm4lEFwx-peA	0	1921	301	23	0
DMbp66XuxIWdK_CcQTX4Yw	361	hRQS8y-uG2kc8miWVYiLuQ	1	1922	301	24	0
DNqPa732Sx8dPIuBDwGXcw	362	XeDLyY2a7nZ3IEY4RYslXA	0	1930	302	345	0
DNqPa732Sx8dPIuBDwGXcw	362	nJUsNx-LKAZ0FHGm9mnmaw	1	1931	302	487	0
DPtmruaTTSTS1mgg9lh0HQ	363	T_tCnwWz5NzmRHmBoXfDDA	1	1933	303	173	0
DRr9HRJtKOQ6406YEEbkHw	364	bQ2uuNkOxgUQRM7Y7RJDXQ	0	1942	304	72	0
DRr9HRJtKOQ6406YEEbkHw	364	mXyLqsbe7FT1X8ZFOP8WpQ	1	1943	304	73	0
DRr9HRJtKOQ6406YEEbkHw	365	bQ2uuNkOxgUQRM7Y7RJDXQ	0	1942	304	72	0
DRr9HRJtKOQ6406YEEbkHw	365	FmraE2CWt65VRnEqCAqNEg	0	1944	304	308	0
DRr9HRJtKOQ6406YEEbkHw	365	-6tvduBzjLI1ISfs3F_qTg	1	1945	304	488	0
DXrURP4M_Uhmb3EqyYZFHA	366	4uHJ0IcUJZU4RkmOZSiXKw	0	1946	305	489	0
DXrURP4M_Uhmb3EqyYZFHA	366	AiwkoTWc1egLYauiZ3SC2A	1	1947	305	490	0
DXrURP4M_Uhmb3EqyYZFHA	367	4uHJ0IcUJZU4RkmOZSiXKw	0	1946	305	489	0
DXrURP4M_Uhmb3EqyYZFHA	367	psTrW4dGNddwwat7ozi_cw	0	1948	305	67	0
DXrURP4M_Uhmb3EqyYZFHA	367	2v2JxKc2On4jM5mM-SfZbQ	1	1949	305	68	0
Daz9VNKUbIFMqc60UNVKEA	368	c7tlMxrQTaU9Nbya8XWpng	0	1959	306	491	0
Daz9VNKUbIFMqc60UNVKEA	368	ZUfmPlxbHrQVxTkkog3QqA	1	1960	306	492	0
Dg3IUquMcR3XoQnIGvMXww	369	f2FfutZhb4F-m1Ob0EdYaw	0	1962	307	38	0
Dg3IUquMcR3XoQnIGvMXww	369	l6ZrDTwUHZebCG3C9Va3Dw	0	1963	307	393	0
Dg3IUquMcR3XoQnIGvMXww	369	AMGe9WK6bxiEkTYNj_cx0w	0	1964	307	394	0
Dg3IUquMcR3XoQnIGvMXww	369	YL-u3yHX3XFIfllDJSWH_Q	0	1965	307	395	0
Dg3IUquMcR3XoQnIGvMXww	369	KsTA7_Ps9NucN-VAjy4GOA	1	1966	307	396	0
Dh-Le9sz5G0s25AGsSq7Nw	370	3jJ836RF3OBFly_Ry9xojQ	0	1968	308	198	0
Dh-Le9sz5G0s25AGsSq7Nw	370	XiQ9tKLLEPpDPlAUu40jrg	0	1969	308	199	0
Dh-Le9sz5G0s25AGsSq7Nw	370	RodA_gxhr2Mj-pyQAL2RAQ	1	1970	308	200	0
DjUcI9snYq3hzjiMLun5oA	371	0nC6DvVibGPKwMp65WiU7A	0	1972	309	5	0
DjUcI9snYq3hzjiMLun5oA	371	e4qQlNEop42LoFBwv71dVw	0	1973	309	6	0
DjUcI9snYq3hzjiMLun5oA	371	3nudXkhgKYY92Wc8rQxxSg	1	1974	309	7	0
DoPDAECnHgkWXS9q_mhp3A	372	e880MGw6C6PJL-n3EJoY_g	0	1976	310	292	0
DoPDAECnHgkWXS9q_mhp3A	372	5eK_pgro9_LxPYDoRVJnEA	0	1977	310	293	0
DoPDAECnHgkWXS9q_mhp3A	372	9nlQLMA8W08dFAkXFSQOyA	0	1978	310	294	0
DoPDAECnHgkWXS9q_mhp3A	372	vEOBXFIO6jd5sWRw4_Y5eQ	1	1979	310	295	0
DoPDAECnHgkWXS9q_mhp3A	373	e880MGw6C6PJL-n3EJoY_g	0	1976	310	292	0
DoPDAECnHgkWXS9q_mhp3A	373	5eK_pgro9_LxPYDoRVJnEA	0	1977	310	293	0
DoPDAECnHgkWXS9q_mhp3A	373	9nlQLMA8W08dFAkXFSQOyA	0	1978	310	294	0
DoPDAECnHgkWXS9q_mhp3A	373	ifDynByEqIq1w-wnA-leKA	0	1980	310	404	0
DoPDAECnHgkWXS9q_mhp3A	373	jUd8qjDHq_zLAXVNQ3eeAQ	0	1981	310	405	0
DoPDAECnHgkWXS9q_mhp3A	373	0gXYLVPNWz0WT8wXQVpS0g	1	1982	310	406	0
Dqbm06QMbmjs4cqZngF4Bw	374	6epgkxD-3i_w5jLT1AvHqg	0	1983	311	49	0
Dqbm06QMbmjs4cqZngF4Bw	374	LUmwRZzVKZ9CM7F_yH_nDQ	0	1984	311	28	0
Dqbm06QMbmjs4cqZngF4Bw	374	Q9v3zXGR2TduAKzn5B1BhQ	0	1985	311	50	0
Dqbm06QMbmjs4cqZngF4Bw	374	UX1mbYnDnod1XHf_UBvH8A	0	1986	311	51	0
Dqbm06QMbmjs4cqZngF4Bw	374	8ATyzMAUKUCBnjJ7wpLnpw	0	1987	311	52	0
Dqbm06QMbmjs4cqZngF4Bw	374	DLJCwHGtbAV31UQ1lnIjlw	0	1988	311	53	0
Dqbm06QMbmjs4cqZngF4Bw	374	HZrvNH7VTHUDcYqwF1B8jQ	0	1989	311	54	0
Dqbm06QMbmjs4cqZngF4Bw	374	PLVJCN2p1MIkeDzIbAx9kA	0	1990	311	55	0
Dqbm06QMbmjs4cqZngF4Bw	374	jLxeBgWhLRbII2ACkgH1Sg	1	1991	311	56	0
Dtqr3AcEsyqhLQzwkgypOw	375	ibFdignja_hNpgCjDYP7Ug	0	1994	312	64	0
Dtqr3AcEsyqhLQzwkgypOw	375	kzwiQ54fopeTgGEIkgJ2dQ	0	1995	312	65	0
Dtqr3AcEsyqhLQzwkgypOw	375	qAN2Rqhj7I84qN6iDIoP6g	1	1996	312	66	0
Du81ew0IU2cJQdOFEOBOWQ	376	fQwB9Z98YEhkJit7c3z51A	0	1997	313	121	0
Du81ew0IU2cJQdOFEOBOWQ	376	X-U51yD8W1dQgyClxgjLEg	0	1998	313	122	0
Du81ew0IU2cJQdOFEOBOWQ	376	Sk0Ycurq7D083Qs8x65b_Q	1	1999	313	123	0
DvypJKC7bV6oJbb6_lpDJA	377	zsYYAnHEs5qzsfazSsGkBw	0	2000	314	21	0
DvypJKC7bV6oJbb6_lpDJA	377	LHfvOfPwLVC9ZhYZ6G3pNA	0	2001	314	22	0
DvypJKC7bV6oJbb6_lpDJA	377	0ahghcpWQVkm4lEFwx-peA	0	2002	314	23	0
DvypJKC7bV6oJbb6_lpDJA	377	hRQS8y-uG2kc8miWVYiLuQ	1	2003	314	24	0
DyUHcBilDBsvS9jNQwxSqw	378	JmXYTZcMZpcNINM5ldvEAw	0	2011	315	76	0
DyUHcBilDBsvS9jNQwxSqw	378	MLwVTDhM2DOESvKGcfKCsg	1	2012	315	251	0
E7WCyQSuShzK76AQf1Pbqg	379	Nz3cxNwTZhxMsxTc81SETg	0	2014	316	177	0
E7WCyQSuShzK76AQf1Pbqg	379	r5PLDU-4mSbde5XekTXSCA	1	2015	316	178	0
E7WCyQSuShzK76AQf1Pbqg	380	Nz3cxNwTZhxMsxTc81SETg	0	2014	316	177	0
E7WCyQSuShzK76AQf1Pbqg	380	ifDynByEqIq1w-wnA-leKA	0	2016	316	404	0
E7WCyQSuShzK76AQf1Pbqg	380	jUd8qjDHq_zLAXVNQ3eeAQ	0	2017	316	405	0
E7WCyQSuShzK76AQf1Pbqg	380	0gXYLVPNWz0WT8wXQVpS0g	1	2018	316	406	0
E90xjR_LIHM37akZfApahQ	381	g_lmKozW74p7EAnqkHALmQ	0	2019	317	380	0
E90xjR_LIHM37akZfApahQ	381	juVOz8a9ehjg83Gk51HKVA	0	2020	317	419	0
